query_id,client_execute_roundtrip_ms,output_rows,validation,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned,elapsed_ms,path,rows,workload,block,run,metric_scope,cpu_ms,input_ms,output_bytes,output_batches,checksum,type,block_peak_rss_bytes
01c6f2de-0001-fe2b-0001-9ade000bd122,184.04975,200,row-count; full checksum query before block,121.0,48.0,73.0,0.0,0.0,7865856.0,121.0,snowflake_xsmall,1000000,join_groupby,1,2,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd126,160.681583,200,row-count; full checksum query before block,123.0,50.0,73.0,0.0,0.0,7865856.0,123.0,snowflake_xsmall,1000000,join_groupby,1,3,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba97e,164.092167,200,row-count; full checksum query before block,113.0,40.0,73.0,0.0,0.0,7865856.0,113.0,snowflake_xsmall,1000000,join_groupby,1,4,platform_query,,,,,,,
01c6f2de-0001-fcf9-0001-9ade000be0ae,257.27575,200,row-count; full checksum query before block,212.0,129.0,83.0,0.0,0.0,7865856.0,212.0,snowflake_xsmall,1000000,join_groupby,1,5,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd12e,138.451375,200,row-count; full checksum query before block,84.0,50.0,34.0,0.0,0.0,1211904.0,84.0,snowflake_xsmall,100000,join_groupby,1,1,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba982,153.460042,200,row-count; full checksum query before block,99.0,65.0,34.0,0.0,0.0,1211904.0,99.0,snowflake_xsmall,100000,join_groupby,1,2,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd132,115.980917,200,row-count; full checksum query before block,80.0,46.0,34.0,0.0,0.0,1211904.0,80.0,snowflake_xsmall,100000,join_groupby,1,3,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba986,116.685166,200,row-count; full checksum query before block,76.0,43.0,33.0,0.0,0.0,1211904.0,76.0,snowflake_xsmall,100000,join_groupby,1,4,platform_query,,,,,,,
01c6f2de-0001-fe0c-0001-9ade000bf0a2,113.498417,200,row-count; full checksum query before block,78.0,46.0,32.0,0.0,0.0,1211904.0,78.0,snowflake_xsmall,100000,join_groupby,1,5,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd136,703.382375,10000000,row-count; full checksum query before block,615.0,42.0,573.0,0.0,0.0,76683776.0,615.0,snowflake_xsmall,10000000,clean_derive,1,1,platform_query,,,,,,,
01c6f2de-0001-fe0c-0001-9ade000bf0aa,694.101292,10000000,row-count; full checksum query before block,627.0,36.0,591.0,0.0,0.0,76683776.0,627.0,snowflake_xsmall,10000000,clean_derive,1,2,platform_query,,,,,,,
