rows,workload,path,component,n,mean_ms,std_ms
100000,groupby,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
100000,groupby,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
100000,groupby,snowflake_xsmall,client_execute_roundtrip_ms,2,78.989,5.051157894436484
100000,join_groupby,snowflake_large,server_total_ms,2,99.5,4.949747468305833
100000,join_groupby,snowflake_large,server_execution_ms,2,50.5,2.1213203435596424
100000,join_groupby,snowflake_large,server_compilation_ms,2,49.0,2.8284271247461903
100000,join_groupby,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_large,server_overload_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_large,client_execute_roundtrip_ms,2,144.5733125,6.642590093844447
100000,join_groupby,snowflake_medium,server_total_ms,2,104.5,3.5355339059327378
100000,join_groupby,snowflake_medium,server_execution_ms,2,55.5,3.5355339059327378
100000,join_groupby,snowflake_medium,server_compilation_ms,2,49.0,0.0
100000,join_groupby,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_medium,client_execute_roundtrip_ms,2,147.39443749999998,13.507182725603469
100000,join_groupby,snowflake_small,server_total_ms,2,87.5,0.7071067811865476
100000,join_groupby,snowflake_small,server_execution_ms,2,34.0,1.4142135623730951
100000,join_groupby,snowflake_small,server_compilation_ms,2,53.5,2.1213203435596424
100000,join_groupby,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_small,server_overload_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_small,client_execute_roundtrip_ms,2,132.8175625,11.03207423199919
100000,join_groupby,snowflake_xsmall,server_total_ms,2,488.5,566.3925317304246
100000,join_groupby,snowflake_xsmall,server_execution_ms,2,32.0,0.0
100000,join_groupby,snowflake_xsmall,server_compilation_ms,2,456.5,566.3925317304246
100000,join_groupby,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
100000,join_groupby,snowflake_xsmall,client_execute_roundtrip_ms,2,565.8674165,507.2392784837058
